"Target gene symbol","Target gene ID","Target gene type3prime_overlapping_nMt_rRNAMt_tRNATECantisense_RNAbidirectional_promotlincRNAmacro_lncRNAmiRNAmisc_RNAprocessed_transcriptprotein_codingrRNAsense_intronicsense_overlappingsnRNAsnoRNA","ProtocolPAR-CLIP,MiClipPAR-CLIP,PARalyzerPAR-CLIP,Piranha_0.01iCLIP,CIMSiCLIP,Piranha_0.01iCLIP,PureCLIP","Target gene exp. level","Binding site records"
"TSPO","ENSG00000100300","protein_coding","PAR-CLIP,Piranha_0.01","","12"
"TYSND1","ENSG00000156521","protein_coding","PAR-CLIP,Piranha_0.01","","12"
"UBE2G1","ENSG00000132388","protein_coding","PAR-CLIP,Piranha_0.01","","12"
"USF1","ENSG00000158773","protein_coding","PAR-CLIP,Piranha_0.01","","12"
"WIPI2","ENSG00000157954","protein_coding","PAR-CLIP,Piranha_0.01","","12"
"XRCC6","ENSG00000196419","protein_coding","PAR-CLIP,Piranha_0.01","","12"
"ZBTB4","ENSG00000174282","protein_coding","PAR-CLIP,Piranha_0.01","","12"
"ZNF346","ENSG00000113761","protein_coding","PAR-CLIP,Piranha_0.01","","12"
"ZNF469","ENSG00000225614","protein_coding","PAR-CLIP,Piranha_0.01","","12"
"ZNF562","ENSG00000171466","protein_coding","PAR-CLIP,Piranha_0.01","","12"
"ZWINT","ENSG00000122952","protein_coding","PAR-CLIP,Piranha_0.01","","12"
"ADAM15","ENSG00000143537","protein_coding","PAR-CLIP,Piranha_0.01","","11"
"AHRR","ENSG00000063438","protein_coding","PAR-CLIP,Piranha_0.01","","11"
"AJUBA","ENSG00000129474","protein_coding","PAR-CLIP,Piranha_0.01","","11"
"AKAP13","ENSG00000170776","protein_coding","PAR-CLIP,Piranha_0.01","","11"
"ANKRD40","ENSG00000154945","protein_coding","PAR-CLIP,Piranha_0.01","","11"
"C15orf41","ENSG00000186073","protein_coding","PAR-CLIP,Piranha_0.01","","11"
"CCNI","ENSG00000118816","protein_coding","PAR-CLIP,Piranha_0.01","","11"
"CCNL1","ENSG00000163660","protein_coding","PAR-CLIP,Piranha_0.01","","11"
"CD320","ENSG00000167775","protein_coding","PAR-CLIP,Piranha_0.01","","11"
"CELSR2","ENSG00000143126","protein_coding","PAR-CLIP,Piranha_0.01","","11"
"CNNM2","ENSG00000148842","protein_coding","PAR-CLIP,Piranha_0.01","","11"
"COG8","ENSG00000272617","protein_coding","PAR-CLIP,Piranha_0.01","","11"
"CSNK1D","ENSG00000141551","protein_coding","PAR-CLIP,Piranha_0.01","","11"
"CSRP1","ENSG00000159176","protein_coding","PAR-CLIP,Piranha_0.01","","11"
"DDX39A","ENSG00000123136","protein_coding","PAR-CLIP,Piranha_0.01","","11"
"DDX6","ENSG00000110367","protein_coding","PAR-CLIP,Piranha_0.01","","11"
"DEGS1","ENSG00000143753","protein_coding","PAR-CLIP,Piranha_0.01","","11"
"EP300","ENSG00000100393","protein_coding","PAR-CLIP,Piranha_0.01","","11"
"FAM89B","ENSG00000176973","protein_coding","PAR-CLIP,Piranha_0.01","","11"
"FLII","ENSG00000177731","protein_coding","PAR-CLIP,Piranha_0.01","","11"
"FSCN1","ENSG00000075618","protein_coding","PAR-CLIP,Piranha_0.01","","11"
"GALNT2","ENSG00000143641","protein_coding","PAR-CLIP,Piranha_0.01","","11"
"GLG1","ENSG00000090863","protein_coding","PAR-CLIP,Piranha_0.01","","11"
"GNB1","ENSG00000078369","protein_coding","PAR-CLIP,Piranha_0.01","","11"
"HNRNPA2B1","ENSG00000122566","protein_coding","PAR-CLIP,Piranha_0.01","","11"
"IRAK1","ENSG00000184216","protein_coding","PAR-CLIP,Piranha_0.01","","11"
"KIAA0040","ENSG00000235750","protein_coding","PAR-CLIP,Piranha_0.01","","11"
"LATS2","ENSG00000150457","protein_coding","PAR-CLIP,Piranha_0.01","","11"
"LMAN2","ENSG00000169223","protein_coding","PAR-CLIP,Piranha_0.01","","11"
"MAFK","ENSG00000198517","protein_coding","PAR-CLIP,Piranha_0.01","","11"
"MBNL1","ENSG00000152601","protein_coding","PAR-CLIP,Piranha_0.01","","11"
"MIER3","ENSG00000155545","protein_coding","PAR-CLIP,Piranha_0.01","","11"
"MLLT1","ENSG00000130382","protein_coding","PAR-CLIP,Piranha_0.01","","11"
"MRPL34","ENSG00000130312","protein_coding","PAR-CLIP,Piranha_0.01","","11"
"NONO","ENSG00000147140","protein_coding","PAR-CLIP,Piranha_0.01","","11"
"NPLOC4","ENSG00000182446","protein_coding","PAR-CLIP,Piranha_0.01","","11"
"NUDCD3","ENSG00000015676","protein_coding","PAR-CLIP,Piranha_0.01","","11"
"P3H4","ENSG00000141696","protein_coding","PAR-CLIP,Piranha_0.01","","11"
"PEMT","ENSG00000133027","protein_coding","PAR-CLIP,Piranha_0.01","","11"
"PHLDB1","ENSG00000019144","protein_coding","PAR-CLIP,Piranha_0.01","","11"
"PLP2","ENSG00000102007","protein_coding","PAR-CLIP,Piranha_0.01","","11"
"POLR2D","ENSG00000144231","protein_coding","PAR-CLIP,Piranha_0.01","","11"
"PRPF8","ENSG00000174231","protein_coding","PAR-CLIP,Piranha_0.01","","11"
"PRR12","ENSG00000126464","protein_coding","PAR-CLIP,Piranha_0.01","","11"
"PSAP","ENSG00000197746","protein_coding","PAR-CLIP,Piranha_0.01","","11"
"PTPRM","ENSG00000173482","protein_coding","PAR-CLIP,Piranha_0.01","","11"
"QARS","ENSG00000172053","protein_coding","PAR-CLIP,Piranha_0.01","","11"
"QSOX1","ENSG00000116260","protein_coding","PAR-CLIP,Piranha_0.01","","11"
"RABL2B","ENSG00000079974","protein_coding","PAR-CLIP,Piranha_0.01","","11"
"RHOF","ENSG00000139725","protein_coding","PAR-CLIP,Piranha_0.01","","11"
"RPL13","ENSG00000167526","protein_coding","PAR-CLIP,Piranha_0.01","","11"
"RTN3","ENSG00000133318","protein_coding","PAR-CLIP,Piranha_0.01","","11"
"SERTAD3","ENSG00000167565","protein_coding","PAR-CLIP,Piranha_0.01","","11"
"SIK1","ENSG00000142178","protein_coding","PAR-CLIP,Piranha_0.01","","11"
"SLC38A10","ENSG00000157637","protein_coding","PAR-CLIP,Piranha_0.01","","11"
"SMAD3","ENSG00000166949","protein_coding","PAR-CLIP,Piranha_0.01","","11"
"SMAD6","ENSG00000137834","protein_coding","PAR-CLIP,Piranha_0.01","","11"
"SMPD1","ENSG00000166311","protein_coding","PAR-CLIP,Piranha_0.01","","11"
"SOCS3","ENSG00000184557","protein_coding","PAR-CLIP,Piranha_0.01","","11"
"TMED7-TICAM2","ENSG00000251201","protein_coding","PAR-CLIP,Piranha_0.01","","11"
"TMEM189","ENSG00000240849","protein_coding","PAR-CLIP,Piranha_0.01","","11"
"TMEM214","ENSG00000119777","protein_coding","PAR-CLIP,Piranha_0.01","","11"
"TOR4A","ENSG00000198113","protein_coding","PAR-CLIP,Piranha_0.01","","11"
"TUBA4A","ENSG00000127824","protein_coding","PAR-CLIP,Piranha_0.01","","11"
"UBB","ENSG00000170315","protein_coding","PAR-CLIP,Piranha_0.01","","11"
"YY1AP1","ENSG00000163374","protein_coding","PAR-CLIP,Piranha_0.01","","11"
"ZMYM3","ENSG00000147130","protein_coding","PAR-CLIP,Piranha_0.01","","11"
"ADO","ENSG00000181915","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"ALG2","ENSG00000119523","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"ALKBH4","ENSG00000160993","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"ANK2","ENSG00000145362","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"APEH","ENSG00000164062","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"APH1A","ENSG00000117362","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"ARHGEF3","ENSG00000163947","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"ATG16L1","ENSG00000085978","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"BAHCC1","ENSG00000266074","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"BIN1","ENSG00000136717","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"BOC","ENSG00000144857","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"CAPN1","ENSG00000014216","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"CARS","ENSG00000110619","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"CCNF","ENSG00000162063","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"CDC25A","ENSG00000164045","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"CENPB","ENSG00000125817","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"CHERP","ENSG00000085872","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"CIZ1","ENSG00000148337","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"CLIC1","ENSG00000213719","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"CLINT1","ENSG00000113282","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"COA7","ENSG00000162377","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"COBLL1","ENSG00000082438","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"CRTC2","ENSG00000160741","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"DCTD","ENSG00000129187","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"DDOST","ENSG00000244038","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"DEDD2","ENSG00000160570","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"DONSON","ENSG00000159147","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"EGLN2","ENSG00000269858","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"EXOC7","ENSG00000182473","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"FJX1","ENSG00000179431","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"GAS2L3","ENSG00000139354","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"GATAD2B","ENSG00000143614","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"GJC1","ENSG00000182963","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"GRM4","ENSG00000124493","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"GSE1","ENSG00000131149","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"GTF3C5","ENSG00000148308","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"HIST1H1C","ENSG00000187837","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"HK1","ENSG00000156515","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"HMOX2","ENSG00000103415","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"HNRNPR","ENSG00000125944","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"HNRNPUL1","ENSG00000105323","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"ICAM1","ENSG00000090339","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"ID3","ENSG00000117318","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"IRF2BPL","ENSG00000119669","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"JMJD1C","ENSG00000171988","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"KDELR1","ENSG00000105438","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"KIAA2026","ENSG00000183354","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"KLF13","ENSG00000169926","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"LMX1B","ENSG00000136944","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"MAP3K21","ENSG00000143674","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"MAPK1IP1L","ENSG00000168175","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"MARCH6","ENSG00000145495","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"MED13L","ENSG00000123066","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"MFN2","ENSG00000116688","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"MN1","ENSG00000169184","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"MT-ND3","ENSG00000198840","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"MT-ND4L","ENSG00000212907","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"MTHFSD","ENSG00000103248","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"NFE2L2","ENSG00000116044","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"NXN","ENSG00000167693","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"PDE12","ENSG00000174840","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"PER1","ENSG00000179094","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"PI4KB","ENSG00000143393","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"PPIB","ENSG00000166794","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"PRLR","ENSG00000113494","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"PRMT1","ENSG00000126457","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"PSME3","ENSG00000131467","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"PTP4A1","ENSG00000112245","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"RABL6","ENSG00000196642","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"RAF1","ENSG00000132155","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"REST","ENSG00000084093","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"RFTN1","ENSG00000131378","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"RFWD2","ENSG00000143207","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"RNF217","ENSG00000146373","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"SFPQ","ENSG00000116560","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"SLC35A2","ENSG00000102100","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"SLC8B1","ENSG00000089060","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"SLIRP","ENSG00000119705","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"SMG8","ENSG00000167447","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"SNX12","ENSG00000147164","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"SOCS2","ENSG00000120833","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"SOWAHC","ENSG00000198142","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"SPATA2","ENSG00000158480","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"SRSF5","ENSG00000100650","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"ST3GAL1","ENSG00000008513","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"STOM","ENSG00000148175","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"SURF6","ENSG00000148296","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"TDP1","ENSG00000042088","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"TIPIN","ENSG00000075131","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"TMEM109","ENSG00000110108","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"TMEM79","ENSG00000163472","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"TMPPE","ENSG00000188167","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"TNKS1BP1","ENSG00000149115","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"TOR1AIP1","ENSG00000143337","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"TPI1","ENSG00000111669","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"TRRAP","ENSG00000196367","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"TSPAN4","ENSG00000214063","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"USP46","ENSG00000109189","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"VANGL1","ENSG00000173218","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"WNT5A","ENSG00000114251","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"ZBTB38","ENSG00000177311","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"ZC3HC1","ENSG00000091732","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"ZNF274","ENSG00000171606","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"ZNF281","ENSG00000162702","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"ZNF652","ENSG00000198740","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"ZNF746","ENSG00000181220","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"ZNF865","ENSG00000261221","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"ZNFX1","ENSG00000124201","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"ZSCAN32","ENSG00000140987","protein_coding","PAR-CLIP,Piranha_0.01","","10"
"AC093525.2","ENSG00000260272","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"ACVR1B","ENSG00000135503","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"ADRA1A","ENSG00000120907","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"AES","ENSG00000104964","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"AFDN","ENSG00000130396","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"AFF1","ENSG00000172493","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"AGPAT2","ENSG00000169692","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"ALG13","ENSG00000101901","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"ARHGEF18","ENSG00000104880","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"ATF4","ENSG00000128272","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"ATG9A","ENSG00000198925","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"ATP6V0B","ENSG00000117410","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"B3GALT6","ENSG00000176022","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"BACH2","ENSG00000112182","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"BAG6","ENSG00000204463","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"BCL2L1","ENSG00000171552","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"BRD4","ENSG00000141867","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"CCDC174","ENSG00000154781","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"CCNT1","ENSG00000129315","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"CDC42SE1","ENSG00000197622","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"CENPO","ENSG00000138092","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"CEP85L","ENSG00000111860","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"CHST3","ENSG00000122863","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"CIC","ENSG00000079432","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"CLCN7","ENSG00000103249","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"CTSZ","ENSG00000101160","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"DDX23","ENSG00000174243","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"DLGAP4","ENSG00000080845","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"DNAAF5","ENSG00000164818","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"DPP10","ENSG00000175497","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"ELP3","ENSG00000134014","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"EMC1","ENSG00000127463","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"ENG","ENSG00000106991","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"ERP29","ENSG00000089248","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"EXT1","ENSG00000182197","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"FAM222B","ENSG00000173065","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"FAM3A","ENSG00000071889","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"FAM60A","ENSG00000139146","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"FTL","ENSG00000087086","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"G3BP2","ENSG00000138757","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"G6PD","ENSG00000160211","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"GAS8","ENSG00000141013","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"GGA3","ENSG00000125447","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"GOT2","ENSG00000125166","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"GUCD1","ENSG00000138867","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"HDAC7","ENSG00000061273","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"HIST1H2AC","ENSG00000180573","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"IFITM2","ENSG00000185201","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"IFRD2","ENSG00000214706","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"IVD","ENSG00000128928","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"KEAP1","ENSG00000079999","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"KIAA1958","ENSG00000165185","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"KPNB1","ENSG00000108424","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"LRRC14","ENSG00000160959","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"MAP3K11","ENSG00000173327","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"MGAT2","ENSG00000168282","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"MOGS","ENSG00000115275","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"MRM2","ENSG00000122687","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"MYH9","ENSG00000100345","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"NFATC1","ENSG00000131196","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"NFIA","ENSG00000162599","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"NME1-NME2","ENSG00000011052","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"NOL6","ENSG00000165271","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"NSUN2","ENSG00000037474","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"NUTF2","ENSG00000102898","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"OAZ1","ENSG00000104904","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"OPRL1","ENSG00000125510","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"ORAI2","ENSG00000160991","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"PABPC1","ENSG00000070756","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"PAN2","ENSG00000135473","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"PAPD5","ENSG00000121274","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"PIK3CB","ENSG00000051382","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"PKMYT1","ENSG00000127564","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"PLPP2","ENSG00000141934","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"POM121C","ENSG00000272391","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"PRDX5","ENSG00000126432","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"PRR7","ENSG00000131188","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"RAB7A","ENSG00000075785","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"RAPH1","ENSG00000173166","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"RCAN1","ENSG00000159200","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"RCC1","ENSG00000180198","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"RCC2","ENSG00000179051","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"REEP4","ENSG00000168476","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"RHOV","ENSG00000104140","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"RNF185","ENSG00000138942","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"RPL19","ENSG00000108298","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"RPL3","ENSG00000100316","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"RPL37","ENSG00000145592","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"RPP25","ENSG00000178718","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"RTN4RL2","ENSG00000186907","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"SDHC","ENSG00000143252","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"SELENOM","ENSG00000198832","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"SERPINH1","ENSG00000149257","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"SIK3","ENSG00000160584","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"SMAD5","ENSG00000113658","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"SMG6","ENSG00000070366","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"SRPRA","ENSG00000182934","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"SS18","ENSG00000141380","protein_coding","PAR-CLIP,Piranha_0.01","","9"
"STARD10","ENSG00000214530","protein_coding","PAR-CLIP,Piranha_0.01","","9"
